"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
"102822-15101767","102822-Mo-Su","102822-619","Abobo Azur Mobil","","1","","102822-15101765","0","0"
"102822-10412424","102822-Mo-Su","102822-62","Vallon","","0","","102822-10412423","0","0"
"102822-15114481","102822-Mo-Su","102822-620","Cocovico","","0","","102822-15114480","0","0"
"102822-15114481","102822-Mo-Su","102822-621","Abobo Azur Mobil","","1","","102822-15114479","0","0"
"102822-15122632","102822-Mo-Su","102822-622","Warren/commissariat","","0","","102822-15122630","0","0"
"102822-15122632","102822-Mo-Su","102822-623","Enica","","1","","102822-15122631","0","0"
"102822-15257860","102822-Mo-Su","102822-624","Warren/commissariat","","0","","102822-15257858","0","0"
"102822-15257860","102822-Mo-Su","102822-625","St Viateur","","1","","102822-15257859","0","0"
"102822-15258399","102822-Mo-Su","102822-626","Carrefour Angre","","0","","102822-15258398","0","0"
"102822-15258399","102822-Mo-Su","102822-627","Marché Cocovico","","1","","102822-15258397","0","0"
"102822-15259772","102822-Mo-Su","102822-628","St Marc- Palmeraie","","0","","102822-15259770","0","0"
"102822-15259772","102822-Mo-Su","102822-629","Angré Château","","1","","102822-15259771","0","0"
"102822-10412424","102822-Mo-Su","102822-63","Zoo","","1","","102822-10412422","0","0"
"102822-15259801","102822-Mo-Su","102822-630","Mary'se - Palmeraie","","0","","102822-15259800","0","0"
"102822-15259801","102822-Mo-Su","102822-631","Angré Château","","1","","102822-15259799","0","0"
"102822-15261866","102822-Mo-Su","102822-632","Angré Petro Ivoire","","0","","102822-15261864","0","0"
"102822-15261866","102822-Mo-Su","102822-633","Palmeraie par le CHU Angré","","1","","102822-15261865","0","0"
"102822-15261962","102822-Mo-Su","102822-634","Palmeraie Warren/commissariat par la Cnps","","0","","102822-15261961","0","0"
"102822-15261962","102822-Mo-Su","102822-635","Angré Petro Ivoire","","1","","102822-15261960","0","0"
"102822-15262144","102822-Mo-Su","102822-636","CHU Angre","","0","","102822-15262143","0","0"
"102822-15262144","102822-Mo-Su","102822-637","Carrefour Angre","","1","","102822-15262142","0","0"
"102822-15262329","102822-Mo-Su","102822-638","St Jean","","0","","102822-15262328","0","0"
"102822-15262329","102822-Mo-Su","102822-639","Carrefour Angré","","1","","102822-15262327","0","0"
"102822-10412781","102822-Mo-Su","102822-64","Sococe Deux plateaux","","0","","102822-10412780","0","0"
"102822-15270558","102822-Mo-Su","102822-640","Deux plateaux Mobile","","0","","102822-15270557","0","0"
"102822-15270558","102822-Mo-Su","102822-641","Carrefour Angré","","1","","102822-15270556","0","0"
"102822-15270630","102822-Mo-Su","102822-642","Achokoi","","0","","102822-15270629","0","0"
"102822-15270630","102822-Mo-Su","102822-643","Coopec","","1","","102822-15270628","0","0"
"102822-15270953","102822-Mo-Su","102822-644","Adjin","","0","","102822-15270952","0","0"
"102822-15270953","102822-Mo-Su","102822-645","Coopec","","1","","102822-15270951","0","0"
"102822-15273364","102822-Mo-Su","102822-646","Brégbo","","0","","102822-15273363","0","0"
"102822-15273364","102822-Mo-Su","102822-647","Nouvelle gare","","1","","102822-15273362","0","0"
"102822-15284240","102822-Mo-Su","102822-648","Premoto","","0","","102822-15284239","0","0"
"102822-15284240","102822-Mo-Su","102822-649","Marché de Port-Bouët","","1","","102822-15284238","0","0"
"102822-10412781","102822-Mo-Su","102822-65","Zoo","","1","","102822-10412779","0","0"
"102822-15284389","102822-Mo-Su","102822-650","Gelti","","0","","102822-15284387","0","0"
"102822-15284389","102822-Mo-Su","102822-651","Anoumabo Sans fil","","1","","102822-15284388","0","0"
"102822-15284477","102822-Mo-Su","102822-652","Gelti","","0","","102822-15284475","0","0"
"102822-15284477","102822-Mo-Su","102822-653","Abattoir","","1","","102822-15284476","0","0"
"102822-15284543","102822-Mo-Su","102822-654","Marché de Port-Bouët","","0","","102822-15284542","0","0"
"102822-15284543","102822-Mo-Su","102822-655","Gelti","","1","","102822-15284541","0","0"
"102822-15297461","102822-Mo-Su","102822-656","Soweto","","0","","102822-15297459","0","0"
"102822-15297461","102822-Mo-Su","102822-657","Gelti","","1","","102822-15297460","0","0"
"102822-15297560","102822-Mo-Su","102822-658","Soweto","","0","","102822-15297558","0","0"
"102822-15297560","102822-Mo-Su","102822-659","Bacongo","","1","","102822-15297559","0","0"
"102822-10413050","102822-Mo-Su","102822-66","CHU Angré","","0","","102822-10413049","0","0"
"102822-15297580","102822-Mo-Su","102822-660","Soweto","","0","","102822-15297578","0","0"
"102822-15297580","102822-Mo-Su","102822-661","Cie","","1","","102822-15297579","0","0"
"102822-15311324","102822-Mo-Su","102822-662","Sodepalme","","0","","102822-15311323","0","0"
"102822-15311324","102822-Mo-Su","102822-663","Nouvelle gare","","1","","102822-15311322","0","0"
"102822-15311453","102822-Mo-Su","102822-664","Pk 18 ancien marché","","0","","102822-15311452","0","0"
"102822-15311453","102822-Mo-Su","102822-665","Samake","","1","","102822-15311451","0","0"
"102822-15311884","102822-Mo-Su","102822-666","Carrefour N'dotré","","0","","102822-15311883","0","0"
"102822-15311884","102822-Mo-Su","102822-667","Samake","","1","","102822-15311882","0","0"
"102822-15312214","102822-Mo-Su","102822-668","Gare Anyama","","0","","102822-15312213","0","0"
"102822-15312214","102822-Mo-Su","102822-669","Gendarmerie","","1","","102822-15312212","0","0"
"102822-10413050","102822-Mo-Su","102822-67","Abobo Azur Mobil","","1","","102822-10413048","0","0"
"102822-15314737","102822-Mo-Su","102822-670","Treichville Gare Bassam","","0","","102822-15314735","0","0"
"102822-15314737","102822-Mo-Su","102822-671","Mairie de Treichville","","1","","102822-15314736","0","0"
"102822-15314752","102822-Mo-Su","102822-672","Marché de Treichville","","0","","102822-15314750","0","0"
"102822-15314752","102822-Mo-Su","102822-673","Marché de Belleville","","1","","102822-15314751","0","0"
"102822-15314778","102822-Mo-Su","102822-674","Marché de Belleville","","0","","102822-15314776","0","0"
"102822-15314778","102822-Mo-Su","102822-675","Gare Marcory","","1","","","0","0"
"102822-15314816","102822-Mo-Su","102822-676","Station Total","","0","","102822-15314815","0","0"
"102822-15314816","102822-Mo-Su","102822-677","Marché de Treichville","","1","","102822-15314814","0","0"
"102822-15315463","102822-Mo-Su","102822-678","Treichville Gare Bassam","","0","","102822-15315461","0","0"
"102822-15315463","102822-Mo-Su","102822-679","Stl","","1","","102822-15315462","0","0"
"102822-10413162","102822-Mo-Su","102822-68","8e Tranche Cnps en haut","","0","","102822-10413161","0","0"
"102822-15315776","102822-Mo-Su","102822-680","Saint Michel","","0","","102822-15315774","0","0"
"102822-15315776","102822-Mo-Su","102822-681","Williamsville Macaci","","1","","102822-15315775","0","0"
"102822-15315937","102822-Mo-Su","102822-682","Williamsville Macaci","","0","","102822-15315936","0","0"
"102822-15315937","102822-Mo-Su","102822-683","Adjamé Liberté","","1","","102822-15315935","0","0"
"102822-15332732","102822-Mo-Su","102822-684","Escallier","","0","","102822-15332730","0","0"
"102822-15332732","102822-Mo-Su","102822-685","Bingerville Agban","","1","","102822-15332731","0","0"
"102822-15332906","102822-Mo-Su","102822-686","Escallier","","0","","102822-15332904","0","0"
"102822-15332906","102822-Mo-Su","102822-687","Brégbo","","1","","102822-15332905","0","0"
"102822-15334466","102822-Mo-Su","102822-688","Nouvelle gare","","0","","102822-15334464","0","0"
"102822-15334466","102822-Mo-Su","102822-689","Delacelle","","1","","102822-15334465","0","0"
"102822-10413162","102822-Mo-Su","102822-69","Abobo Azur Mobile","","1","","102822-10413160","0","0"
"102822-15338229","102822-Mo-Su","102822-690","Nouvelle gare","","0","","102822-15338227","0","0"
"102822-15338229","102822-Mo-Su","102822-691","Eloka","","1","","102822-15338228","0","0"
"102822-15338391","102822-Mo-Su","102822-692","Nouvelle gare","","0","","102822-15338389","0","0"
"102822-15338391","102822-Mo-Su","102822-693","M'batto Bouaké","","1","","102822-15338390","0","0"
"102822-15340378","102822-Mo-Su","102822-694","En bas","","0","","102822-15340377","0","0"
"102822-15340378","102822-Mo-Su","102822-695","Shell Petro Ivoire","","1","","102822-15340376","0","0"
"102822-15341249","102822-Mo-Su","102822-696","Yopougon 2è Pont","","0","","102822-15341248","0","0"
"102822-15341249","102822-Mo-Su","102822-697","2 Plateaux Mobil","","1","","102822-15341247","0","0"
"102822-15341312","102822-Mo-Su","102822-698","Mosquée du Plateau","","0","","102822-15341311","0","0"
"102822-15341312","102822-Mo-Su","102822-699","2 Plateaux Mobil","","1","","102822-15341310","0","0"
"102822-10184730","102822-Mo-Su","102822-7","Abobo Gare d'Akeïkoi","","1","","102822-10184729","0","0"
"102822-10413253","102822-Mo-Su","102822-70","Adjamé Mairie Dallas","","0","","102822-10413252","0","0"
"102822-15341570","102822-Mo-Su","102822-700","Yopougon Siporex","","0","","102822-15341529","0","0"
"102822-15341570","102822-Mo-Su","102822-701","Samake","","1","","102822-15341528","0","0"
"102822-15341839","102822-Mo-Su","102822-702","Plateau Sorbonne","","0","","102822-15341838","0","0"
"102822-15341839","102822-Mo-Su","102822-703","2 Plateaux Mobil","","1","","102822-15341837","0","0"
"102822-15342017","102822-Mo-Su","102822-704","Yopougon Lavage","","0","","102822-15342016","0","0"
"102822-15342017","102822-Mo-Su","102822-705","Koumassi Bacongo","","1","","102822-15342015","0","0"
"102822-15342308","102822-Mo-Su","102822-706","Koumassi Bacongo","","0","","102822-15342307","0","0"
"102822-15342308","102822-Mo-Su","102822-707","2 Plateaux Mobil","","1","","102822-15342306","0","0"
"102822-15342441","102822-Mo-Su","102822-708","Port Bouet","","0","","102822-15342440","0","0"
"102822-15342441","102822-Mo-Su","102822-709","Yopougon","","1","","102822-15342439","0","0"
"102822-10413253","102822-Mo-Su","102822-71","Adjamé Liberté","","1","","102822-10413251","0","0"
"102822-15342681","102822-Mo-Su","102822-710","Adjamé Renault","","0","","102822-15342680","0","0"
"102822-15342681","102822-Mo-Su","102822-711","Inades","","1","","102822-15342679","0","0"
"102822-15342885","102822-Mo-Su","102822-712","Adjamé Inhp","","0","","102822-15342884","0","0"
"102822-15342885","102822-Mo-Su","102822-713","Inades","","1","","102822-15342883","0","0"
"102822-15344056","102822-Mo-Su","102822-714","Treichville Gare de Bassam","","0","","102822-15344055","0","0"
"102822-15344056","102822-Mo-Su","102822-715","2 Plateaux Mobil","","1","","102822-15344054","0","0"
"102822-15344079","102822-Mo-Su","102822-716","Plateau Telecel","","0","","102822-15344078","0","0"
"102822-15344079","102822-Mo-Su","102822-717","2 Plateaux Mobil","","1","","102822-15344077","0","0"
"102822-15344138","102822-Mo-Su","102822-718","CHU de Treichville","","0","","102822-15344137","0","0"
"102822-15344138","102822-Mo-Su","102822-719","Anono","","1","","102822-15344136","0","0"
"102822-10413686","102822-Mo-Su","102822-72","Angré Château","","0","","102822-10413685","0","0"
"102822-15344398","102822-Mo-Su","102822-720","Koumassi","","0","","102822-15344397","0","0"
"102822-15344398","102822-Mo-Su","102822-721","Anono","","1","","102822-15344396","0","0"
"102822-15344468","102822-Mo-Su","102822-722","Yopougon Lavage","","0","","102822-15344466","0","0"
"102822-15344468","102822-Mo-Su","102822-723","Cocody Pâtisserie","","1","","102822-15344467","0","0"
"102822-15345884","102822-Mo-Su","102822-724","Palmeraie Station","","0","","102822-15345883","0","0"
"102822-15345884","102822-Mo-Su","102822-725","Carrefour Angré","","1","","102822-15345882","0","0"
"102822-15347129","102822-Mo-Su","102822-726","Palmeraie","","0","","102822-15347127","0","0"
"102822-15347129","102822-Mo-Su","102822-727","Koumassi Grand Carrefour","","1","","102822-15347128","0","0"
"102822-15347135","102822-Mo-Su","102822-728","Treichville","","0","","102822-15347134","0","0"
"102822-15347135","102822-Mo-Su","102822-729","Palmeraie","","1","","102822-15347133","0","0"
"102822-10413686","102822-Mo-Su","102822-73","Abobo Azur Mobil","","1","","102822-10413684","0","0"
"102822-15347150","102822-Mo-Su","102822-730","Palmeraie","","0","","102822-15347148","0","0"
"102822-15347150","102822-Mo-Su","102822-731","Marcory","","1","","102822-15347149","0","0"
"102822-15347175","102822-Mo-Su","102822-732","Yopougon 2è Pont","","0","","102822-15347174","0","0"
"102822-15347175","102822-Mo-Su","102822-733","9 kilo","","1","","102822-15347173","0","0"
"102822-15347221","102822-Mo-Su","102822-734","Plateau St Paul","","0","","102822-15347220","0","0"
"102822-15347221","102822-Mo-Su","102822-735","Carrefour Angré","","1","","102822-15347219","0","0"
"102822-15349085","102822-Mo-Su","102822-736","Yopougon 1er Pont","","0","","102822-15349084","0","0"
"102822-15349085","102822-Mo-Su","102822-737","9 kilo","","1","","102822-15349083","0","0"
"102822-15349343","102822-Mo-Su","102822-738","Port Bouet","","0","","102822-15349342","0","0"
"102822-15349343","102822-Mo-Su","102822-739","9 kilo","","1","","102822-15349341","0","0"
"102822-10416510","102822-Mo-Su","102822-74","Palmeraie","","0","","102822-10416508","0","0"
"102822-15349430","102822-Mo-Su","102822-740","Plateau Mosquée","","0","","102822-15349429","0","0"
"102822-15349430","102822-Mo-Su","102822-741","9 kilo","","1","","102822-15349428","0","0"
"102822-15352750","102822-Mo-Su","102822-742","Port Bouet","","0","","102822-15352749","0","0"
"102822-15352750","102822-Mo-Su","102822-743","Plateau Longchamp","","1","","102822-15352748","0","0"
"102822-15352818","102822-Mo-Su","102822-744","Marcory","","0","","102822-15352817","0","0"
"102822-15352818","102822-Mo-Su","102822-745","Riviera 2","","1","","102822-15352816","0","0"
"102822-15353022","102822-Mo-Su","102822-746","Plateau Longchamp","","0","","102822-15353021","0","0"
"102822-15353022","102822-Mo-Su","102822-747","Riviera 2","","1","","102822-15353020","0","0"
"102822-15361031","102822-Mo-Su","102822-748","Plateau Pyramide/Mosquée","","0","","102822-15361030","0","0"
"102822-15361031","102822-Mo-Su","102822-749","Riviera 2","","1","","102822-15361029","0","0"
"102822-10416510","102822-Mo-Su","102822-75","Les Rosiers","","1","","","0","0"
"102822-15392789","102822-Mo-Su","102822-750","Plateau Telecel/Mosquée","","0","","102822-15392788","0","0"
"102822-15392789","102822-Mo-Su","102822-751","Riviera 2","","1","","102822-15392787","0","0"
"102822-15392913","102822-Mo-Su","102822-752","Plateau Telecel/Mosquée","","0","","102822-15392912","0","0"
"102822-15392913","102822-Mo-Su","102822-753","Cocody La vie","","1","","102822-15407401","0","0"
"102822-15393230","102822-Mo-Su","102822-754","Plateau Longchamp","","0","","102822-15393228","0","0"
"102822-15393230","102822-Mo-Su","102822-755","Cocody Patisserie","","1","","102822-15393229","0","0"
"102822-15396145","102822-Mo-Su","102822-756","Plateau Telecel/Mosquée","","0","","102822-15396144","0","0"
"102822-15396145","102822-Mo-Su","102822-757","Cocody Patisserie","","1","","102822-15396143","0","0"
"102822-15396532","102822-Mo-Su","102822-758","Plateau Pyramide/Mosquée","","0","","102822-15396531","0","0"
"102822-15396532","102822-Mo-Su","102822-759","Cocody Patisserie","","1","","102822-15396530","0","0"
"102822-10416736","102822-Mo-Su","102822-76","Palmeraie Sipim 4","","0","","102822-10416735","0","0"
"102822-15396589","102822-Mo-Su","102822-760","Soweto","","0","","102822-15396587","0","0"
"102822-15396589","102822-Mo-Su","102822-761","Remblais","","1","","102822-15396588","0","0"
"102822-15396692","102822-Mo-Su","102822-762","Plateau St Paul","","0","","102822-15396691","0","0"
"102822-15396692","102822-Mo-Su","102822-763","9 kilo","","1","","102822-15396690","0","0"
"102822-15396770","102822-Mo-Su","102822-764","Carrefour Angré","","0","","102822-15396768","0","0"
"102822-15396770","102822-Mo-Su","102822-765","Bacongo","","1","","102822-15396769","0","0"
"102822-15400985","102822-Mo-Su","102822-766","Petro Ivoire","","0","","102822-15400983","0","0"
"102822-15400985","102822-Mo-Su","102822-767","Belle côte - Warren/commissariat","","1","","102822-15400984","0","0"
"102822-15401039","102822-Mo-Su","102822-768","Yopougon","","0","","102822-15401038","0","0"
"102822-15401039","102822-Mo-Su","102822-769","Treichville","","1","","102822-15401037","0","0"
"102822-10416736","102822-Mo-Su","102822-77","Carrefour 9km","","1","","102822-10416734","0","0"
"102822-15402566","102822-Mo-Su","102822-770","Sable","","0","","102822-15402564","0","0"
"102822-15402566","102822-Mo-Su","102822-771","Jean-Paul 2","","1","","102822-15402565","0","0"
"102822-15405545","102822-Mo-Su","102822-772","Gabriel Gare","","0","","102822-15405543","0","0"
"102822-15405545","102822-Mo-Su","102822-773","Abobo Doumé","","1","","102822-15405544","0","0"
"102822-15405585","102822-Mo-Su","102822-774","Palais","","0","","102822-15405583","0","0"
"102822-15405585","102822-Mo-Su","102822-775","Beago Village","","1","","102822-15405584","0","0"
"102822-15406170","102822-Mo-Su","102822-776","Port Bouet","","0","","102822-15406169","0","0"
"102822-15406170","102822-Mo-Su","102822-777","Riviera 2","","1","","102822-15406168","0","0"
"102822-15406593","102822-Mo-Su","102822-778","Treichville Gare Bassam","","0","","102822-15406592","0","0"
"102822-15406593","102822-Mo-Su","102822-779","Plateau Longchamp","","1","","102822-15406591","0","0"
"102822-10430127","102822-Mo-Su","102822-78","Ndotre","","0","","102822-10430126","0","0"
"102822-15406734","102822-Mo-Su","102822-780","Treichville Gare Bassam","","0","","102822-15406733","0","0"
"102822-15406734","102822-Mo-Su","102822-781","Riviera 2","","1","","102822-15406732","0","0"
"102822-15406978","102822-Mo-Su","102822-782","Koumassi Bacongo","","0","","102822-15406977","0","0"
"102822-15406978","102822-Mo-Su","102822-783","Rivera 2","","1","","102822-15406976","0","0"
"102822-15407172","102822-Mo-Su","102822-784","Plateau Longchamp","","0","","102822-15407171","0","0"
"102822-15407172","102822-Mo-Su","102822-785","Cocody La vie","","1","","102822-15407170","0","0"
"102822-15407402","102822-Mo-Su","102822-786","Plateau Pyramide/Mosquée","","0","","102822-15407400","0","0"
"102822-15407816","102822-Mo-Su","102822-788","Marcory Station","","0","","102822-15407814","0","0"
"102822-15407816","102822-Mo-Su","102822-789","Cocody La vie","","1","","102822-15407815","0","0"
"102822-10430127","102822-Mo-Su","102822-79","Abobo Gare","","1","","102822-10430125","0","0"
"102822-15408315","102822-Mo-Su","102822-790","Koumassi Bacongo","","0","","102822-15408314","0","0"
"102822-15408315","102822-Mo-Su","102822-791","Cocody La vie","","1","","102822-15408313","0","0"
"102822-15408452","102822-Mo-Su","102822-792","Treichville Gare Bassam","","0","","102822-15408451","0","0"
"102822-15408452","102822-Mo-Su","102822-793","Cocody La vie","","1","","102822-15408450","0","0"
"102822-15409262","102822-Mo-Su","102822-794","Port Bouet","","0","","102822-15409260","0","0"
"102822-15409262","102822-Mo-Su","102822-795","Cocody La vie","","1","","102822-15409261","0","0"
"102822-15409308","102822-Mo-Su","102822-796","Plateau Telecel/Mosquée","","0","","102822-15409307","0","0"
"102822-15409308","102822-Mo-Su","102822-797","9kilo","","1","","102822-15409306","0","0"
"102822-15409390","102822-Mo-Su","102822-798","Palmeraie","","0","","102822-15409389","0","0"
"102822-15409390","102822-Mo-Su","102822-799","Yopougon","","1","","102822-15409388","0","0"
"102822-10184964","102822-Mo-Su","102822-8","Kennedy Marché","","0","","102822-10184963","0","0"
"102822-10430197","102822-Mo-Su","102822-80","Abobo Azur Mobil","","0","","102822-10430196","0","0"
"102822-15409490","102822-Mo-Su","102822-800","Rivera 2","","0","","102822-15409489","0","0"
"102822-15409490","102822-Mo-Su","102822-801","Yopougon","","1","","102822-15409488","0","0"
"102822-15410492","102822-Mo-Su","102822-802","Mossikro","","0","","102822-15410491","0","0"
"102822-15410492","102822-Mo-Su","102822-803","Locodjro","","1","","102822-15410490","0","0"
"102822-15411587","102822-Mo-Su","102822-804","Palais","","0","","102822-15411585","0","0"
"102822-15411587","102822-Mo-Su","102822-805","Marché Bagnon","","1","","102822-15411586","0","0"
"102822-15412969","102822-Mo-Su","102822-806","Yopougon Palais","","0","","102822-15412967","0","0"
"102822-15412969","102822-Mo-Su","102822-807","Adjamé Mosquée","","1","","102822-15412968","0","0"
"102822-15413015","102822-Mo-Su","102822-808","2 Plateaux Mobil","","0","","102822-15413013","0","0"
"102822-15413015","102822-Mo-Su","102822-809","Yopougon 1er pont","","1","","102822-15413014","0","0"
"102822-10430197","102822-Mo-Su","102822-81","Saint Jean","","1","","102822-10430195","0","0"
"102822-15413113","102822-Mo-Su","102822-810","Petro Ivoire","","0","","102822-15413112","0","0"
"102822-15413113","102822-Mo-Su","102822-811","2 Plateaux Mobil","","1","","102822-15413111","0","0"
"102822-15413303","102822-Mo-Su","102822-812","Moossou","","0","","102822-15413302","0","0"
"102822-15413303","102822-Mo-Su","102822-813","Petit Paris","","1","","102822-15413301","0","0"
"102822-15413390","102822-Mo-Su","102822-814","Rond Point Moossou","","0","","102822-15413389","0","0"
"102822-15413390","102822-Mo-Su","102822-815","Gare Rond Point","","1","","102822-15413388","0","0"
"102822-15413519","102822-Mo-Su","102822-816","Palais","","0","","102822-15413517","0","0"
"102822-15413519","102822-Mo-Su","102822-817","Académie","","1","","102822-15413518","0","0"
"102822-15417826","102822-Mo-Su","102822-818","Koumassi Grand Carrefour","","0","","102822-15417825","0","0"
"102822-15417826","102822-Mo-Su","102822-819","Carrefour Angre","","1","","102822-15417824","0","0"
"102822-10430593","102822-Mo-Su","102822-82","Zoo","","0","","102822-10430591","0","0"
"102822-15418056","102822-Mo-Su","102822-820","Treichville","","0","","102822-15418055","0","0"
"102822-15418056","102822-Mo-Su","102822-821","Carrefour Angre","","1","","102822-15418054","0","0"
"102822-15421353","102822-Mo-Su","102822-822","Plateau par Pyramide/Mosquée","","0","","102822-15421351","0","0"
"102822-15421353","102822-Mo-Su","102822-823","Palmeraie","","1","","102822-15421352","0","0"
"102822-15421395","102822-Mo-Su","102822-824","Plateau par Longchamp","","0","","102822-15421394","0","0"
"102822-15421395","102822-Mo-Su","102822-825","Palmeraie","","1","","102822-15421393","0","0"
"102822-15421483","102822-Mo-Su","102822-826","Plateau Telecel/Mosquée","","0","","102822-15421482","0","0"
"102822-15421483","102822-Mo-Su","102822-827","Palmeraie","","1","","102822-15421481","0","0"
"102822-15423178","102822-Mo-Su","102822-828","Yopougon Siporex","","0","","102822-15423176","0","0"
"102822-15423178","102822-Mo-Su","102822-829","Koweit","","1","","102822-15423177","0","0"
"102822-10430593","102822-Mo-Su","102822-83","Aghien","","1","","102822-10430592","0","0"
"102822-15425679","102822-Mo-Su","102822-830","Sable","","0","","102822-15425677","0","0"
"102822-15425679","102822-Mo-Su","102822-831","Gesco Gendarmerie","","1","","","0","0"
"102822-15425840","102822-Mo-Su","102822-832","Sable","","0","","","0","0"
"102822-15425840","102822-Mo-Su","102822-833","Gesco Rond Point","","1","","102822-15425839","0","0"
"102822-15426821","102822-Mo-Su","102822-834","Port Bouet","","0","","102822-15426820","0","0"
"102822-15426821","102822-Mo-Su","102822-835","Palmeraie","","1","","102822-15426819","0","0"
"102822-15436965","102822-Mo-Su","102822-836","Bingerville","","0","","102822-15436964","0","0"
"102822-15436965","102822-Mo-Su","102822-837","Sable","","1","","102822-15436963","0","0"
"102822-15442083","102822-Mo-Su","102822-838","Petro Ivoire","","0","","102822-15442082","0","0"
"102822-15442083","102822-Mo-Su","102822-839","Keneya","","1","","102822-15442081","0","0"
"102822-10430627","102822-Mo-Su","102822-84","Yopougon Carrefour Zone","","0","","102822-10430626","0","0"
"102822-15442294","102822-Mo-Su","102822-840","Plateau St Paul","","0","","102822-15442293","0","0"
"102822-15442294","102822-Mo-Su","102822-841","Abobo St Joseph","","1","","102822-15442292","0","0"
"102822-15443905","102822-Mo-Su","102822-842","Cocody Pâtisserie","","0","","102822-15443904","0","0"
"102822-15443905","102822-Mo-Su","102822-843","Abobo St Joseph","","1","","102822-15443903","0","0"
"102822-15444285","102822-Mo-Su","102822-844","Koumassi Bacongo","","0","","102822-15444284","0","0"
"102822-15444285","102822-Mo-Su","102822-845","Abobo St Joseph","","1","","102822-15444283","0","0"
"102822-15444762","102822-Mo-Su","102822-846","Treichville Gare de Bassam","","0","","102822-15444761","0","0"
"102822-15444762","102822-Mo-Su","102822-847","Anani","","1","","102822-15444760","0","0"
"102822-15444869","102822-Mo-Su","102822-848","Treichville Gare de Bassam","","0","","102822-15444867","0","0"
"102822-15444869","102822-Mo-Su","102822-849","Grand-Bassam","","1","","102822-15444868","0","0"
"102822-10430627","102822-Mo-Su","102822-85","Abobo Gendarmerie","","1","","102822-10430625","0","0"
"102822-15445648","102822-Mo-Su","102822-850","Treichville Gare Bassam","","0","","102822-15445647","0","0"
"102822-15445648","102822-Mo-Su","102822-851","Abobo St Joseph","","1","","102822-15445646","0","0"
"102822-15463395","102822-Mo-Su","102822-852","Port-Bouët","","0","","102822-15463394","0","0"
"102822-15463395","102822-Mo-Su","102822-853","Abobo St Joseph","","1","","","0","0"
"102822-15463505","102822-Mo-Su","102822-854","Koumassi Grand Carrefour","","0","","102822-15463504","0","0"
"102822-15463505","102822-Mo-Su","102822-855","Abobo St Joseph","","1","","102822-15463503","0","0"
"102822-15463597","102822-Mo-Su","102822-856","Yopougon Lavage","","0","","102822-15463595","0","0"
"102822-15463597","102822-Mo-Su","102822-857","Marcory","","1","","102822-15463596","0","0"
"102822-15463784","102822-Mo-Su","102822-858","Mary'se - Rond point Ado","","0","","102822-15463783","0","0"
"102822-15463784","102822-Mo-Su","102822-859","Bonoumin","","1","","102822-15463782","0","0"
"102822-10431102","102822-Mo-Su","102822-86","Zoo","","0","","102822-10431100","0","0"
"102822-15471326","102822-Mo-Su","102822-860","Palmeraie Station","","0","","102822-15471324","0","0"
"102822-15471326","102822-Mo-Su","102822-861","CHU Angré","","1","","102822-15471325","0","0"
"102822-15763430","102822-Mo-Su","102822-862","Marché Bagnon","","0","","102822-15763428","0","0"
"102822-15763430","102822-Mo-Su","102822-863","Fin Goudron","","1","","102822-15763429","0","0"
"102822-15763685","102822-Mo-Su","102822-864","Marché Bagnon","","0","","102822-15763683","0","0"
"102822-15763685","102822-Mo-Su","102822-865","Lokoua","","1","","102822-15763684","0","0"
"102822-15766295","102822-Mo-Su","102822-866","Rivera 2","","0","","102822-15766294","0","0"
"102822-15766295","102822-Mo-Su","102822-867","Liberté","","1","","102822-15766293","0","0"
"102822-15766799","102822-Mo-Su","102822-868","Terminus 27","","0","","102822-15766798","0","0"
"102822-15766799","102822-Mo-Su","102822-869","Marché Bagnon","","1","","102822-15766797","0","0"
"102822-10431102","102822-Mo-Su","102822-87","Attoban","","1","","102822-10431101","0","0"
"102822-15766903","102822-Mo-Su","102822-870","Yopougon Lavage","","0","","102822-15766901","0","0"
"102822-15766903","102822-Mo-Su","102822-871","Plateau Super U","","1","","102822-15766902","0","0"
"102822-15767076","102822-Mo-Su","102822-872","Terminus 27","","0","","102822-13543983","0","0"
"102822-15767076","102822-Mo-Su","102822-873","Azito","","1","","102822-13543984","0","0"
"102822-15767187","102822-Mo-Su","102822-874","Mairie d'Adjamé","","0","","102822-15767185","0","0"
"102822-15767187","102822-Mo-Su","102822-875","Blockhauss","","1","","102822-15767186","0","0"
"102822-15767754","102822-Mo-Su","102822-876","Adjamé Mosquée","","0","","102822-15767753","0","0"
"102822-15767754","102822-Mo-Su","102822-877","Mairie d'Adjamé","","1","","102822-15767752","0","0"
"102822-15770979","102822-Mo-Su","102822-878","Marcory Marché","","0","","102822-15770978","0","0"
"102822-15770979","102822-Mo-Su","102822-879","Mairie d'Adjamé","","1","","102822-15770977","0","0"
"102822-10442364","102822-Mo-Su","102822-88","Yopougon Sideci Iges","","0","","102822-10442362","0","0"
"102822-15771165","102822-Mo-Su","102822-880","Mairie d'Adjamé","","0","","102822-15771163","0","0"
"102822-15771165","102822-Mo-Su","102822-881","Koumassi Bacongo","","1","","102822-15771164","0","0"
"102822-15771302","102822-Mo-Su","102822-882","Plateau Super U","","0","","102822-15771301","0","0"
